customer_id,DOB,gender,Age (Years),YOB,MOB,address,postcode,state,job_industry_category,job_title,wealth_segment,owns_car,online_order,order_status,brand,product_line,product_class,product_size,tenure,property_valuation,past_3_years_bike_related_purchases,list_price,standard_cost,transaction_date,product_first_sold_date
523,24/11/1974,Female,49,1974,November,62 Northport Lane,2049,NSW,Financial Services,Senior Financial Analyst,Affluent Customer,Yes,TRUE,Approved,Norco Bicycles,Standard,high,small,16,10,44,1661.92,1479.11,16/04/2017,09/11/1996
524,09/09/1962,Female,61,1962,September,84 Calypso Circle,3690,VIC,Retail,Nurse,Mass Customer,No,TRUE,Approved,Trek Bicycles,Standard,high,medium,11,5,16,358.39,215.03,18/01/2017,16/01/2004
525,12/02/1980,Male,44,1980,February,81848 Amoth Road,3282,VIC,Manufacturing,Chemical Engineer,Mass Customer,Yes,TRUE,Approved,Giant Bicycles,Standard,high,small,9,2,64,1977.36,1759.85,13/07/2017,21/05/2015
527,19/10/1990,Female,33,1990,October,1 Cordelia Alley,2261,NSW,Financial Services,VP Quality Control,Mass Customer,Yes,TRUE,Approved,WeareA2B,Touring,medium,large,9,8,81,1890.39,260.14,17/11/2017,17/06/2015
528,06/06/1979,Female,44,1979,June,80 Lakewood Street,2576,NSW,Health,Registered Nurse,Mass Customer,No,TRUE,Approved,Solex,Standard,high,medium,4,10,10,1024.66,614.8,12/04/2017,09/11/1996
529,21/07/1989,Male,34,1989,July,66834 Melby Way,2160,NSW,Retail,Operator,Affluent Customer,Yes,TRUE,Approved,Solex,Standard,low,medium,10,9,18,945.04,507.58,20/11/2017,02/02/2006
530,24/09/1974,Male,49,1974,September,35796 Buhler Plaza,3108,VIC,Manufacturing,Recruiter,Mass Customer,No,TRUE,Approved,WeareA2B,Touring,medium,large,15,10,2,1890.39,260.14,07/07/2017,21/01/1991
531,26/08/1993,Female,30,1993,August,306 Longview Street,2145,NSW,Financial Services,Senior Cost Accountant,High Net Worth,No,TRUE,Approved,Giant Bicycles,Standard,medium,medium,1,7,94,230.91,173.18,21/04/2017,10/11/2006
532,14/01/1961,Female,63,1961,January,39632 Michigan Park,4165,QLD,Financial Services,Community Outreach Specialist,Affluent Customer,No,TRUE,Approved,Trek Bicycles,Standard,medium,medium,19,5,25,499.53,388.72,03/08/2017,23/06/1999
533,14/12/1981,Male,42,1981,December,1038 Hayes Point,2021,NSW,Retail,Database Administrator III,Mass Customer,No,FALSE,Approved,Solex,Touring,medium,large,11,7,40,2083.94,675.03,14/11/2017,16/09/2013
534,16/08/1954,Female,69,1954,August,46 Eastlawn Lane,2218,NSW,n/a,Systems Administrator I,Mass Customer,No,TRUE,Approved,Norco Bicycles,Road,medium,medium,12,11,2,544.05,376.84,19/01/2017,22/10/2005
535,04/05/1993,Female,31,1993,May,12 Monument Alley,3124,VIC,n/a,null,Affluent Customer,No,FALSE,Approved,Norco Bicycles,Road,medium,medium,3,12,67,1036.59,206.35,18/10/2017,06/05/1991
536,07/04/1959,Female,65,1959,April,64700 2nd Alley,2145,NSW,Manufacturing,Recruiting Manager,Affluent Customer,No,FALSE,Approved,Norco Bicycles,Road,medium,medium,16,7,64,1036.59,206.35,28/11/2017,10/10/2014
537,26/03/1989,Female,35,1989,March,999 Huxley Hill,2190,NSW,Entertainment,Structural Engineer,High Net Worth,No,FALSE,Approved,Norco Bicycles,Road,medium,medium,7,10,16,544.05,376.84,13/05/2017,22/10/2005
538,21/10/1956,Female,67,1956,October,311 Emmet Point,4211,QLD,Manufacturing,Chemical Engineer,Mass Customer,Yes,TRUE,Approved,Giant Bicycles,Road,low,small,5,7,33,590.26,525.33,06/01/2017,11/04/2015
539,10/08/1975,Male,48,1975,August,000 Jana Hill,3170,VIC,Health,null,High Net Worth,No,FALSE,Approved,OHM Cycles,Standard,high,medium,15,9,53,1458.17,874.9,22/07/2017,02/02/2006
540,28/04/2001,Female,23,2001,April,7671 Oak Valley Junction,2170,NSW,Manufacturing,Chemical Engineer,Mass Customer,No,TRUE,Approved,Giant Bicycles,Standard,high,medium,1,9,80,1274.93,764.96,17/09/2017,04/08/2007
541,01/01/1966,Female,58,1966,January,8304 Derek Park,3130,VIC,Manufacturing,null,Affluent Customer,Yes,FALSE,Approved,Giant Bicycles,Standard,medium,medium,13,10,23,1403.5,954.82,04/05/2017,28/09/2004
542,14/01/1967,Female,57,1967,January,8635 Cody Crossing,2337,NSW,Manufacturing,Accountant III,Mass Customer,No,FALSE,Approved,Solex,Standard,medium,large,18,6,78,1071.23,380.74,22/11/2017,05/04/1996
543,03/08/1973,Male,50,1973,August,20 Debs Road,2307,NSW,Retail,Account Coordinator,Affluent Customer,Yes,FALSE,Approved,Giant Bicycles,Standard,medium,medium,17,4,9,1403.5,954.82,25/01/2017,14/11/2016
544,12/10/1990,Male,33,1990,October,858 Independence Terrace,2121,NSW,Manufacturing,Structural Engineer,High Net Worth,Yes,TRUE,Approved,Norco Bicycles,Road,medium,medium,5,10,51,544.05,376.84,23/01/2017,22/05/2000
545,04/06/1978,Female,45,1978,June,142 Cambridge Place,2761,NSW,Health,Project Manager,Mass Customer,Yes,TRUE,Approved,Trek Bicycles,Road,medium,large,18,8,43,1894.19,598.76,16/05/2017,09/09/1994
546,24/02/1981,Female,43,1981,February,20198 Hansons Plaza,2340,NSW,Health,Information Systems Manager,Mass Customer,Yes,FALSE,Approved,Solex,Standard,medium,large,12,2,80,1071.23,380.74,23/11/2017,10/11/1991
547,14/05/1996,Female,28,1996,May,04678 Elka Crossing,2745,NSW,Health,Sales Associate,Mass Customer,No,TRUE,Approved,Norco Bicycles,Standard,low,medium,5,9,22,363.01,290.41,11/01/2017,10/05/2005
549,15/06/1985,Male,38,1985,June,2 East Circle,2716,NSW,Retail,Human Resources Manager,Mass Customer,Yes,TRUE,Approved,OHM Cycles,Standard,high,medium,2,1,84,1458.17,874.9,28/02/2017,19/12/1995
550,10/07/1976,Female,47,1976,July,1949 Pepper Wood Pass,3168,VIC,Retail,null,Mass Customer,No,TRUE,Approved,Solex,Standard,high,large,15,6,16,1842.92,1105.75,01/09/2017,24/10/1995
551,10/08/1987,Female,36,1987,August,7901 Park Meadow Plaza,3076,VIC,Financial Services,Structural Engineer,High Net Worth,No,FALSE,Approved,WeareA2B,Standard,medium,medium,9,7,8,1231.15,161.6,08/02/2017,17/08/2004
552,09/09/1978,Male,45,1978,September,58 Maywood Place,2750,NSW,Manufacturing,Geological Engineer,High Net Worth,Yes,TRUE,Approved,Solex,Standard,medium,medium,20,9,66,71.49,53.62,24/07/2017,07/02/2003
553,12/05/1979,Female,45,1979,May,532 Bartillon Circle,2166,NSW,Argiculture,Senior Sales Associate,Affluent Customer,Yes,FALSE,Approved,Solex,Standard,medium,medium,7,7,62,575.27,431.45,03/06/2017,04/02/2016
554,06/05/1955,Female,69,1955,May,032 Kenwood Circle,2031,NSW,Health,Graphic Designer,Mass Customer,Yes,TRUE,Approved,Solex,Standard,low,medium,7,9,33,1289.85,74.51,05/08/2017,01/10/2006
555,08/11/1970,Male,53,1970,November,67 8th Terrace,3564,VIC,Property,Junior Executive,Mass Customer,No,FALSE,Approved,Giant Bicycles,Standard,medium,medium,4,4,99,1403.5,954.82,18/07/2017,14/11/2016
556,08/09/1957,Female,66,1957,September,06008 Anthes Pass,2478,NSW,n/a,Junior Executive,Mass Customer,No,FALSE,Approved,Solex,Road,medium,large,11,8,69,1777.8,820.78,14/08/2017,07/05/2011
557,02/06/1961,Female,62,1961,June,956 Mccormick Place,4127,QLD,Manufacturing,null,Affluent Customer,Yes,TRUE,Approved,WeareA2B,Standard,medium,medium,18,2,67,1762.96,950.52,08/02/2017,04/06/2012
558,25/05/1973,Female,51,1973,May,6 Eggendart Circle,3016,VIC,n/a,Programmer Analyst III,Mass Customer,No,TRUE,Approved,Solex,Standard,medium,medium,8,7,96,1483.2,99.59,30/01/2017,17/12/1998
559,05/03/1988,Female,36,1988,March,1 Service Alley,2116,NSW,Retail,Payment Adjustment Coordinator,High Net Worth,Yes,TRUE,Approved,WeareA2B,Standard,medium,medium,16,10,39,1807.45,778.69,24/12/2017,20/08/2010
560,11/10/1953,Female,70,1953,October,62117 Trailsway Place,3356,VIC,Health,Social Worker,Affluent Customer,No,FALSE,Approved,Solex,Standard,high,medium,8,1,1,748.17,448.9,24/02/2017,10/11/1991
561,15/08/1977,Female,46,1977,August,4 Graedel Parkway,2560,NSW,n/a,Tax Accountant,Mass Customer,No,FALSE,Approved,WeareA2B,Standard,medium,medium,12,8,99,1292.84,13.44,21/05/2017,12/04/2009
562,06/06/1970,Female,53,1970,June,311 Chive Way,4680,QLD,n/a,Marketing Assistant,Mass Customer,No,TRUE,Approved,WeareA2B,Touring,medium,medium,17,3,88,1466.68,363.25,09/05/2017,03/03/2014
563,20/09/1974,Male,49,1974,September,9161 Hoepker Street,4740,QLD,IT,Accounting Assistant II,Mass Customer,Yes,TRUE,Approved,WeareA2B,Standard,medium,medium,19,5,25,60.34,45.26,16/05/2017,04/02/2016
564,07/11/1983,Female,40,1983,November,19 Lakewood Gardens Way,2760,NSW,Retail,Operator,High Net Worth,No,FALSE,Approved,Solex,Standard,medium,medium,7,9,7,1151.96,649.49,16/08/2017,04/12/1999
565,02/10/1959,Male,64,1959,October,5861 Browning Park,2065,NSW,Manufacturing,Civil Engineer,Mass Customer,Yes,FALSE,Approved,Giant Bicycles,Standard,medium,large,16,8,30,569.56,528.43,03/01/2017,10/09/2003
566,09/12/1978,Female,45,1978,December,396 Butternut Point,2230,NSW,Financial Services,Systems Administrator I,High Net Worth,Yes,FALSE,Approved,OHM Cycles,Standard,medium,medium,9,12,66,912.52,141.4,04/01/2017,23/06/1993
567,08/07/1965,Male,58,1965,July,04 Hansons Street,2087,NSW,Financial Services,null,Affluent Customer,No,TRUE,Approved,Solex,Road,medium,medium,16,11,73,416.98,312.74,04/10/2017,10/05/1997
568,15/12/1957,Male,66,1957,December,8601 Cardinal Court,4505,QLD,Manufacturing,VP Sales,Mass Customer,No,TRUE,Approved,Trek Bicycles,Standard,medium,small,13,8,32,1386.84,1234.29,28/05/2017,05/08/2003
569,31/01/1976,Male,48,1976,January,35631 Colorado Crossing,2630,NSW,IT,Analog Circuit Design manager,Mass Customer,No,FALSE,Approved,Trek Bicycles,Standard,medium,large,10,2,30,2091.47,388.92,11/05/2017,26/05/1993
570,24/06/1978,Male,45,1978,June,446 Dottie Court,2225,NSW,Financial Services,VP Product Management,Mass Customer,Yes,FALSE,Approved,WeareA2B,Standard,medium,small,15,10,14,175.89,131.92,03/05/2017,04/10/1997
571,15/02/1958,Female,66,1958,February,37 Ilene Hill,3121,VIC,Entertainment,Assistant Media Planner,Mass Customer,No,FALSE,Approved,Giant Bicycles,Standard,medium,large,6,10,30,569.56,528.43,20/04/2017,10/09/2003
572,01/05/1967,Male,57,1967,May,909 Browning Crossing,3013,VIC,Health,Clinical Specialist,High Net Worth,Yes,TRUE,Approved,Norco Bicycles,Road,high,large,5,10,0,774.53,464.72,01/03/2017,16/03/2011
573,07/03/1994,Male,30,1994,March,8498 Hoepker Circle,3136,VIC,n/a,General Manager,Mass Customer,No,FALSE,Approved,Trek Bicycles,Standard,medium,large,2,8,39,1469.44,596.55,17/04/2017,22/05/2000
574,09/04/1990,Male,34,1990,April,7 Claremont Court,2111,NSW,Financial Services,Senior Cost Accountant,Mass Customer,No,TRUE,Approved,Trek Bicycles,Standard,low,medium,20,12,95,1057.51,154.4,20/03/2017,12/07/1994
575,10/06/1956,Male,67,1956,June,64 Hayes Circle,2209,NSW,Financial Services,VP Accounting,High Net Worth,Yes,TRUE,Approved,Giant Bicycles,Standard,medium,large,11,11,64,1635.3,993.66,26/04/2017,10/08/1994
576,19/05/1977,Male,47,1977,May,44 Bunting Parkway,2106,NSW,Retail,Recruiter,Mass Customer,Yes,FALSE,Approved,WeareA2B,Standard,medium,medium,7,10,98,1231.15,161.6,05/12/2017,08/03/2009
577,08/04/1956,Female,68,1956,April,8 Pawling Alley,3930,VIC,Property,null,Mass Customer,Yes,FALSE,Approved,Trek Bicycles,Standard,medium,small,19,8,41,1386.84,1234.29,26/05/2017,05/08/2003
578,24/01/1995,Female,29,1995,January,4 Carioca Way,3182,VIC,n/a,Web Developer I,High Net Worth,Yes,TRUE,Approved,Norco Bicycles,Standard,medium,medium,3,10,72,1198.46,381.1,12/03/2017,10/05/2005
579,11/06/1974,Female,49,1974,June,4559 Stoughton Lane,2097,NSW,Health,Software Engineer II,Mass Customer,No,TRUE,Approved,Giant Bicycles,Road,medium,medium,12,10,89,792.9,594.68,25/04/2017,02/10/1992
580,03/12/1975,Male,48,1975,December,7046 Surrey Road,2287,NSW,Financial Services,Compensation Analyst,Mass Customer,Yes,TRUE,Approved,Solex,Standard,low,medium,14,7,83,945.04,507.58,02/01/2017,02/02/2006
581,22/05/1969,Female,55,1969,May,58821 Warbler Crossing,2291,NSW,Financial Services,Computer Systems Analyst IV,Mass Customer,Yes,TRUE,Approved,Solex,Standard,high,medium,16,9,32,748.17,448.9,21/08/2017,12/07/1994
583,14/04/1986,Male,38,1986,April,8 Sommers Circle,2305,NSW,Health,Registered Nurse,Mass Customer,No,TRUE,Approved,Solex,Standard,medium,medium,4,7,97,441.49,84.99,29/11/2017,12/04/1993
584,15/09/1995,Female,28,1995,September,3 Lunder Place,2300,NSW,Manufacturing,Tax Accountant,Affluent Customer,Yes,TRUE,Approved,Trek Bicycles,Standard,medium,small,19,10,10,1386.84,1234.29,20/08/2017,12/03/2013
585,20/04/1978,Female,46,1978,April,93098 Loftsgordon Pass,4179,QLD,Health,Pharmacist,Mass Customer,Yes,null,Approved,Norco Bicycles,Standard,medium,medium,10,4,66,1198.46,381.1,07/03/2017,16/12/1998
586,15/03/1999,Female,25,1999,March,61493 Manufacturers Junction,2539,NSW,Manufacturing,Chief Design Engineer,Mass Customer,No,FALSE,Approved,WeareA2B,Standard,medium,medium,4,9,63,1769.64,108.76,21/02/2017,09/05/2011
587,27/05/1966,Male,58,1966,May,1192 Declaration Hill,3207,VIC,Health,Registered Nurse,Mass Customer,Yes,FALSE,Approved,Giant Bicycles,Touring,medium,large,19,8,43,1873.97,863.95,26/05/2017,10/08/2015
588,05/10/1963,Male,60,1963,October,62 Cherokee Terrace,2630,NSW,Entertainment,Assistant Media Planner,Mass Customer,No,FALSE,Approved,OHM Cycles,Standard,low,medium,11,1,15,1793.43,248.82,12/04/2017,20/07/1999
589,07/12/1995,Male,28,1995,December,01736 Saint Paul Way,2154,NSW,Financial Services,Compensation Analyst,Mass Customer,Yes,FALSE,Approved,WeareA2B,Standard,medium,medium,1,11,76,60.34,45.26,07/01/2017,05/08/1991
590,09/09/1988,Female,35,1988,September,9816 Carberry Trail,2036,NSW,Health,Assistant Professor,Mass Customer,Yes,TRUE,Approved,Giant Bicycles,Standard,medium,large,11,11,85,1635.3,993.66,16/09/2017,06/05/1991
591,02/10/1974,Male,49,1974,October,36912 Gina Pass,2133,NSW,Entertainment,Business Systems Development Analyst,Affluent Customer,No,TRUE,Approved,Solex,Standard,medium,medium,16,11,16,441.49,84.99,23/05/2017,12/04/1993
592,24/09/1992,Male,31,1992,September,86857 Hoepker Lane,4300,QLD,Manufacturing,VP Sales,Mass Customer,No,TRUE,Approved,Trek Bicycles,Road,low,small,2,8,73,1720.7,1531.42,14/06/2017,01/10/2006
593,07/08/1984,Male,39,1984,August,8435 Arkansas Terrace,2340,NSW,n/a,Structural Analysis Engineer,Mass Customer,No,FALSE,Approved,Solex,Standard,medium,medium,4,4,64,71.49,53.62,16/04/2017,02/12/2012
594,22/07/1980,Male,43,1980,July,25 Novick Center,2010,NSW,n/a,Office Assistant II,Mass Customer,No,TRUE,Approved,OHM Cycles,Road,medium,medium,13,9,74,1280.28,829.51,14/01/2017,25/11/2001
595,12/05/1973,Male,51,1973,May,0278 Elka Place,4305,QLD,Financial Services,VP Marketing,Mass Customer,No,TRUE,Approved,OHM Cycles,Standard,low,medium,22,4,72,1793.43,248.82,29/06/2017,20/07/1999
596,20/10/1968,Female,55,1968,October,067 Cottonwood Park,4340,QLD,Property,Recruiter,Affluent Customer,No,TRUE,Approved,OHM Cycles,Standard,high,medium,13,2,9,1458.17,874.9,06/10/2017,02/02/2006
597,10/12/1954,Female,69,1954,December,60010 Knutson Road,3137,VIC,Manufacturing,Recruiter,Mass Customer,No,FALSE,Approved,OHM Cycles,Standard,medium,medium,6,7,6,183.86,137.9,18/04/2017,04/10/1997
598,27/06/1967,Male,56,1967,June,945 Hayes Park,2075,NSW,Financial Services,Financial Advisor,High Net Worth,No,FALSE,Approved,OHM Cycles,Standard,low,medium,12,12,25,71.16,56.93,30/07/2017,17/06/2015
600,10/05/1974,Male,50,1974,May,0 Rigney Way,2148,NSW,Argiculture,Nurse,Mass Customer,Yes,TRUE,Approved,WeareA2B,Standard,medium,medium,8,8,65,1762.96,950.52,13/02/2017,16/02/2003
601,04/12/1992,Male,31,1992,December,71 Meadow Ridge Parkway,2539,NSW,Retail,Senior Quality Engineer,High Net Worth,Yes,FALSE,Approved,Giant Bicycles,Standard,high,small,4,11,56,1977.36,1759.85,20/09/2017,17/06/2015
602,28/03/1992,Female,32,1992,March,506 Iowa Center,4580,QLD,n/a,Office Assistant II,High Net Worth,Yes,TRUE,Approved,Solex,Standard,medium,medium,9,3,0,100.35,75.26,17/05/2017,03/11/2000
603,18/04/1987,Female,37,1987,April,846 Clove Junction,4300,QLD,Financial Services,Marketing Assistant,Affluent Customer,No,FALSE,Approved,Giant Bicycles,Standard,medium,medium,11,5,28,230.91,173.18,18/02/2017,10/11/2006
604,10/02/1998,Female,26,1998,February,07 Pepper Wood Way,2750,NSW,IT,Help Desk Operator,Affluent Customer,No,FALSE,Approved,Giant Bicycles,Touring,medium,large,3,8,72,1873.97,863.95,21/05/2017,22/05/2006
605,26/03/1972,Male,52,1972,March,425 Thierer Junction,2761,NSW,Manufacturing,Electrical Engineer,Mass Customer,Yes,FALSE,Approved,OHM Cycles,Standard,medium,medium,5,8,13,1636.9,44.71,17/10/2017,31/08/2002
606,16/07/1989,Female,34,1989,July,876 Ridgeview Circle,2566,NSW,Manufacturing,Chemical Engineer,Mass Customer,Yes,FALSE,Approved,OHM Cycles,Standard,medium,medium,2,8,62,795.34,101.58,01/11/2017,09/02/1997
607,10/08/1976,Female,47,1976,August,00164 Canary Drive,2041,NSW,Health,Dental Hygienist,Mass Customer,No,TRUE,Approved,OHM Cycles,Standard,low,medium,15,11,55,71.16,56.93,06/04/2017,17/06/2015
608,08/01/1980,Female,44,1980,January,61 Talmadge Lane,4504,QLD,Retail,Accounting Assistant I,High Net Worth,Yes,TRUE,Approved,Solex,Standard,medium,medium,12,6,55,1483.2,99.59,14/07/2017,17/12/1998
609,06/11/2000,Female,23,2000,November,55 Birchwood Alley,2176,NSW,Health,Computer Systems Analyst II,Mass Customer,No,TRUE,Approved,WeareA2B,Standard,medium,medium,1,9,32,1292.84,13.44,23/06/2017,12/04/2009
610,16/03/1958,Male,66,1958,March,3785 Dapin Drive,2036,NSW,Financial Services,Help Desk Technician,Mass Customer,Yes,TRUE,Approved,Solex,Standard,medium,medium,15,6,45,1577.53,826.51,16/05/2017,19/03/2008
611,20/12/1986,Male,37,1986,December,83 Ryan Hill,4551,QLD,Manufacturing,Help Desk Technician,Mass Customer,Yes,FALSE,Approved,Solex,Standard,high,large,16,8,58,1842.92,1105.75,29/03/2017,24/10/1995
612,12/01/1962,Male,62,1962,January,679 Huxley Trail,2087,NSW,Health,GIS Technical Architect,Mass Customer,No,FALSE,Approved,Giant Bicycles,Road,medium,medium,14,11,50,792.9,594.68,09/06/2017,02/10/1992
613,14/11/1989,Female,34,1989,November,2 Hoffman Way,2212,NSW,Property,Analyst Programmer,High Net Worth,No,FALSE,Approved,Norco Bicycles,Standard,high,small,17,9,4,1661.92,1479.11,18/10/2017,09/09/1994
614,12/09/1995,Female,28,1995,September,786 Rowland Court,2035,NSW,Manufacturing,null,Mass Customer,Yes,FALSE,Approved,Trek Bicycles,Standard,medium,medium,11,11,45,499.53,388.72,07/08/2017,10/11/1991
615,11/05/1956,Female,68,1956,May,375 Drewry Alley,4120,QLD,Property,Human Resources Assistant I,Mass Customer,No,TRUE,Approved,WeareA2B,Touring,medium,large,19,9,93,1890.39,260.14,18/11/2017,21/01/1991
616,13/07/1995,Female,28,1995,July,608 Basil Alley,2306,NSW,Health,null,High Net Worth,No,TRUE,Approved,OHM Cycles,Road,medium,small,6,4,36,1810,1610.9,29/09/2017,19/03/2008
617,01/08/1960,Female,63,1960,August,9 Schmedeman Hill,4075,QLD,Property,Director of Sales,Mass Customer,No,FALSE,Approved,Solex,Standard,medium,medium,15,7,81,441.49,84.99,09/03/2017,12/04/1993
618,05/04/1962,Male,62,1962,April,95022 Roth Terrace,3975,VIC,Manufacturing,Electrical Engineer,Affluent Customer,Yes,TRUE,Approved,OHM Cycles,Standard,medium,medium,18,7,17,1227.34,770.89,25/02/2017,06/05/1991
619,14/08/1977,Male,46,1977,August,66897 Pawling Circle,2066,NSW,Property,Speech Pathologist,Mass Customer,No,FALSE,Approved,Trek Bicycles,Standard,medium,small,20,9,39,1386.84,1234.29,25/02/2017,05/08/2003
620,26/03/1973,Female,51,1973,March,1 Thackeray Crossing,4114,QLD,Financial Services,Financial Analyst,Mass Customer,Yes,TRUE,Approved,Trek Bicycles,Standard,medium,medium,5,3,54,499.53,388.72,23/07/2017,18/03/2003
621,29/11/1964,Male,59,1964,November,363 Schiller Court,2763,NSW,n/a,Systems Administrator III,High Net Worth,No,FALSE,Approved,Trek Bicycles,Road,medium,large,14,7,78,1894.19,598.76,21/04/2017,21/07/2003
622,18/10/1968,Male,55,1968,October,1923 Fisk Lane,4341,QLD,Financial Services,null,Mass Customer,No,TRUE,Approved,Trek Bicycles,Standard,medium,small,17,3,18,1386.84,1234.29,19/02/2017,05/08/2003
623,23/04/1988,Male,36,1988,April,4 Loeprich Avenue,4022,QLD,Property,Health Coach II,High Net Worth,No,TRUE,Approved,Norco Bicycles,Standard,high,small,4,3,52,1661.92,1479.11,02/07/2017,09/09/1994
624,13/01/1976,Male,48,1976,January,575 Prentice Road,2168,NSW,Manufacturing,Research Assistant II,Mass Customer,Yes,TRUE,Approved,Trek Bicycles,Road,medium,large,13,8,44,1894.19,598.76,05/04/2017,20/07/1993
625,27/11/1974,Female,49,1974,November,8 Melrose Road,4116,QLD,Entertainment,Assistant Media Planner,High Net Worth,Yes,TRUE,Approved,Giant Bicycles,Standard,medium,large,7,7,33,569.56,528.43,14/12/2017,10/09/2003
626,24/11/1992,Male,31,1992,November,226 Rowland Street,4178,QLD,Manufacturing,Geological Engineer,Mass Customer,No,FALSE,Approved,OHM Cycles,Standard,low,medium,2,7,12,71.16,56.93,06/08/2017,17/06/2015
627,24/09/1970,Female,53,1970,September,6 Springs Junction,4123,QLD,n/a,null,High Net Worth,No,FALSE,Approved,Solex,Standard,medium,medium,10,5,24,1945.43,333.18,03/09/2017,31/08/2002
628,24/10/1981,Female,42,1981,October,4744 Garrison Drive,4132,QLD,Financial Services,Actuary,Mass Customer,No,TRUE,Approved,Trek Bicycles,Standard,medium,medium,13,4,14,499.53,388.72,21/03/2017,23/06/1999
629,06/12/1960,Male,63,1960,December,64 Nelson Drive,4820,QLD,Manufacturing,Chemical Engineer,High Net Worth,No,FALSE,Approved,Giant Bicycles,Standard,medium,medium,6,1,29,1403.5,954.82,23/10/2017,14/11/2016
630,11/08/1986,Male,37,1986,August,87 Linden Park,2153,NSW,Property,Statistician III,Affluent Customer,Yes,FALSE,Approved,Solex,Standard,medium,medium,17,10,90,71.49,53.62,14/09/2017,07/02/2003
631,14/09/1966,Female,57,1966,September,329 Glacier Hill Alley,3076,VIC,Health,Computer Systems Analyst I,Affluent Customer,No,TRUE,Approved,Solex,Standard,medium,large,17,8,33,202.62,151.96,25/04/2017,29/03/2016
632,26/04/1998,Male,26,1998,April,725 Cordelia Junction,3028,VIC,Health,General Manager,Mass Customer,No,FALSE,Approved,WeareA2B,Standard,medium,medium,1,8,67,1228.07,400.91,19/04/2017,12/07/1994
633,12/03/1986,Male,38,1986,March,32 Cody Place,4035,QLD,n/a,Nurse,High Net Worth,Yes,FALSE,Approved,Trek Bicycles,Standard,low,medium,11,8,51,1057.51,154.4,04/01/2017,07/06/2010
634,30/01/1978,Female,46,1978,January,04 Namekagon Pass,2326,NSW,Manufacturing,Speech Pathologist,Mass Customer,No,TRUE,Approved,OHM Cycles,Road,medium,medium,15,3,35,1280.28,829.51,13/12/2017,25/11/2001
635,25/09/1976,Female,47,1976,September,165 Petterle Place,2145,NSW,n/a,Programmer Analyst IV,Mass Customer,Yes,TRUE,Approved,OHM Cycles,Standard,medium,medium,9,8,78,795.34,101.58,21/09/2017,20/07/1993
636,02/09/1971,Female,52,1971,September,8 Golf Drive,2747,NSW,n/a,Systems Administrator II,Mass Customer,No,TRUE,Approved,Solex,Road,medium,medium,19,9,42,416.98,312.74,30/11/2017,10/05/1997
637,23/09/1976,Female,47,1976,September,9427 Tennyson Plaza,2759,NSW,Health,Health Coach I,High Net Worth,No,FALSE,Approved,Solex,Standard,medium,medium,13,8,60,1483.2,99.59,28/09/2017,17/12/1998
638,29/04/1967,Male,57,1967,April,8300 Vermont Center,3429,VIC,Manufacturing,null,High Net Worth,No,TRUE,Approved,Giant Bicycles,Standard,high,small,13,6,19,1977.36,1759.85,10/05/2017,24/08/2011
639,03/06/1974,Male,49,1974,June,44 Upham Crossing,2148,NSW,Manufacturing,Nuclear Power Engineer,Mass Customer,No,FALSE,Approved,Giant Bicycles,Standard,high,medium,16,7,51,1274.93,764.96,21/02/2017,04/08/2007
640,12/07/1975,Male,48,1975,July,18 Forest Avenue,2204,NSW,Entertainment,Librarian,High Net Worth,Yes,FALSE,Approved,Giant Bicycles,Standard,high,medium,10,9,12,1274.93,764.96,13/11/2017,17/08/2004
641,21/11/1974,Male,49,1974,November,049 Michigan Parkway,3337,VIC,Manufacturing,Accounting Assistant I,Affluent Customer,No,FALSE,Approved,Solex,Touring,medium,large,3,6,86,2083.94,675.03,05/01/2017,16/09/2013
642,19/12/1972,Male,51,1972,December,831 Hayes Park,4218,QLD,Property,Automation Specialist IV,Mass Customer,No,TRUE,Approved,WeareA2B,Standard,medium,medium,12,8,9,60.34,45.26,01/08/2017,15/07/1993
643,29/12/1982,Female,41,1982,December,491 Merry Crossing,3011,VIC,Entertainment,Assistant Media Planner,Mass Customer,Yes,FALSE,Approved,Solex,Standard,medium,medium,10,4,48,100.35,75.26,16/06/2017,10/08/1994
644,22/12/1999,Male,24,1999,December,598 Randy Way,2380,NSW,Health,Administrative Officer,Affluent Customer,No,FALSE,Approved,Solex,Standard,medium,large,2,1,59,202.62,151.96,26/07/2017,29/03/2016
645,01/04/1971,Male,53,1971,April,5873 Hagan Park,3015,VIC,n/a,Analyst Programmer,High Net Worth,No,TRUE,Approved,Giant Bicycles,Standard,high,medium,11,10,50,1274.93,764.96,20/06/2017,04/08/2007
646,22/07/1973,Female,50,1973,July,3 Erie Hill,3564,VIC,Manufacturing,Human Resources Manager,Affluent Customer,No,TRUE,Approved,OHM Cycles,Road,medium,medium,13,2,3,742.54,667.4,07/07/2017,23/06/1993
647,23/01/1957,Male,67,1957,January,678 Old Gate Pass,3171,VIC,Retail,Assistant Manager,Mass Customer,Yes,TRUE,Approved,Solex,Standard,medium,medium,10,9,61,575.27,431.45,21/01/2017,26/07/1999
648,04/06/1978,Male,45,1978,June,9 Mayfield Road,4551,QLD,Financial Services,Accountant II,Mass Customer,Yes,FALSE,Approved,WeareA2B,Standard,medium,small,9,7,86,1415.01,1259.36,16/10/2017,03/11/2000
