first_name,last_name,gender,bikes_purchased,DOB,age,age_group,state,job_title,job_industry_category,wealth_segment,owns_car,tenure,tenure_period,property_valuation,valuation_category,predicted_value
Tannie,Gambrell,Male,92,1967-05-25,56.0,50-60,QLD,Financial Analyst,Financial Services,Affluent Customer,No,4,bellow 5,4,'3-6,52.0
Arty,Fontelles,Male,50,1994-10-21,29.0,20-30,VIC,Help Desk Technician,IT,High Net Worth,No,4,bellow 5,4,'3-6,52.0
Marcelia,Monkleigh,Female,61,1993-08-22,30.0,30-40,QLD,Associate Professor,Manufacturing,Mass Customer,Yes,4,bellow 5,6,'6-9,51.0
Rockwell,Matson,Male,94,1995-01-01,29.0,20-30,QLD,Programmer Analyst I,Retail,High Net Worth,No,3,bellow 5,6,'6-9,51.0
Sybilla,MacCart,Female,88,1987-01-15,37.0,30-40,NSW,Paralegal,Financial Services,Mass Customer,Yes,7,'5-10,7,'6-9,51.0
Inglis,Pickaver,Male,33,1994-06-25,29.0,20-30,NSW,Product Engineer,Telecommunications,Affluent Customer,No,1,bellow 5,8,'6-9,51.0
Bryon,Goundry,Male,79,1951-02-05,73.0,above 70,QLD,Marketing Manager,Manufacturing,Mass Customer,No,21,'above 20,5,'3-6,51.0
Lark,Gonet,Female,89,1972-01-17,52.0,50-60,NSW,Database Administrator II,Health,High Net Worth,No,8,'5-10,8,'6-9,51.0
Ceciley,Harg,Female,50,1990-10-19,33.0,30-40,QLD,Nurse Practicioner,Retail,Mass Customer,Yes,4,bellow 5,7,'6-9,51.0
Daisy,Pollen,Female,97,1993-08-09,30.0,30-40,VIC,Cost Accountant,Financial Services,Mass Customer,No,7,'5-10,9,'above 9,51.0
Reynold,Elman,Male,19,1940-01-18,84.0,above 70,NSW,Marketing Manager,Manufacturing,Mass Customer,No,9,'5-10,2,bellow 3,51.0
Flossy,Concannon,Female,64,1980-10-20,43.0,40-50,VIC,Staff Accountant IV,Financial Services,Affluent Customer,No,8,'5-10,2,bellow 3,51.0
Claudetta,Ricciardiello,Female,61,1974-04-30,50.0,50-60,VIC,Internal Auditor,Financial Services,Mass Customer,Yes,21,'above 20,8,'6-9,51.0
Briant,Ladley,Male,75,1979-12-17,44.0,40-50,NSW,Recruiter,Argiculture,Mass Customer,No,12,'10-15,8,'6-9,50.0
Kelcie,Kingaby,Female,54,2000-03-24,24.0,20-30,QLD,Systems Administrator II,IT,Mass Customer,Yes,6,'5-10,4,'3-6,50.0
Toma,Woolforde,Female,67,1992-03-09,32.0,30-40,NSW,Cost Accountant,Financial Services,Mass Customer,Yes,5,'5-10,12,'above 9,50.0
Ogdan,Blenkinship,Male,65,1951-01-18,73.0,above 70,VIC,Occupational Therapist,Health,Mass Customer,Yes,21,'above 20,5,'3-6,50.0
